,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
539,168,169,7,40.29029029029029,65,252,6,✅ Complete Match (1/1),Step 2: Best Match,7,7,10,48,3,41,70.0%,14.6%,✅ Equal,58,14,44,65_Recombination events.csv|252,252,65_Recombination events.csv,3474,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,3667,9998,3667-9998,['21'],"['6', '26', '4', '45', '44', '18']","['35', '50', '5', '23', '15', '36', '40', '34', '41', '19', '17', '42', '46', '24']",193,2,195,97,,,,,🎯 Perfect (1/1),54.400000000000006,2,1/1,100,50,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3474-10000,97.0%,100.0%,0,97,,,,,,,,,,0,80.5,0,1,3,0,6,❌ None
540,169,170,6,39.9024024024024,66,5507,5,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,45,0,38,100.0%,15.6%,✅ Equal,52,14,38,66_Recombination events.csv|5507,5507,66_Recombination events.csv,609,4365,"['1', '11', '15', '16', '18', '20', '21', '22', '23', '25', '26', '27', '29', '3', '33', '36', '37', '38', '39', '4', '40', '42', '47', '50', '6', '7', '9']",1000,0.0002,0.02,0.1,5000,50,47,4422,47-4422,"['9', '18', '38']","['50', '23', '25', '11', '36', '3', '37']","['4', '15', '33', '21', '27']",562,57,619,100,,,,,✅ Complete (3/3),53,11.1,3/3,100,27,3,3/3,30,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,609-4365,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,38.1,0,1,3,0,5,❌ None
541,170,171,5,37.91666666666667,72,9910,4,Standard_Match,Step 1: Approximate,5,5,12,35,7,30,41.7%,14.3%,✅ Equal,47,10,37,72_Recombination events.csv|9910,9910,72_Recombination events.csv,2544,5397,"['1', '10', '15']",1000,0.0002,0.02,0.1,5000,50,3119,5397,3119-5397,"['15', '10', '1']","['49', '13']","['39', '6', '38', '48', '5', '9', '20', '33', '21', '31', '32', '34', '19', '41', '17', '18', '35']",575,0,575,79.84577637574482,2853,713.2,25,Exact Recombinant Match,,28.969155275148964,,,,,,,30,,,,,,,,,,,,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,4,2544-5397,79.8%,33.3%,0,79.84577637574482,,,,,,,,,,33.33333333333333,42.50000000000001,0,1,7,0,4,❌ None
542,171,172,6,26.450000000000003,64,9065,11,✅ Complete Match (1/1),Step 2: Best Match,8,8,12,54,4,46,66.7%,14.8%,✅ Equal,66,16,50,64_Recombination events.csv|9065,9065,64_Recombination events.csv,2703,10000,"['11', '12', '13', '15', '19', '20', '23', '25', '26', '3', '32', '38', '39', '40', '44', '8']",1000,0.0002,0.02,0.1,5000,50,2234,9998,2234-9998,"['3', '13']","['7', '6', '29', '5', '9', '4', '2', '36', '42', '18', '10']","['47', '16', '28', '34', '17', '37', '49']",469,2,471,100,,,,,✅ Complete (2/2),55,12.5,2/2,100,16,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,2703-10000,100.0%,100.0%,0,100,,,,,,,,,,0,52.900000000000006,0,1,3,0,11,❌ None
543,172,173,9,25,67,9767,"3, 9",Cross Match (Case_E1_E2E),Step 6: Cross Matches,10,8,11,44,1,36,90.9%,18.2%,❌ Diff: RDP=10 vs Santa=8,55,18,37,67_Recombination events.csv|9767,9767,67_Recombination events.csv,7968,10000,"['32', '38', '40', '41']",1000,0.0002,0.02,0.1,5000,50,6,9990,6-7968 | 9308-9990,"['40', '32', '38', '41'] | ['40', '32', '38', '41']","['48', '33', '25', '14', '35'] | ['39', '22', '16', '11', '2', '10']","['8', '28', '43', '42', '49'] | ['48', '33', '25', '14', '35']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3,9,,0,✅ Yes,✅ Yes,"3, 9",7968-10000,100.0%,100.0%,100,100,,,,,,,,,,50,0,5,3,4,100,"3,9",✅ Start+End
544,173,174,5,25,68,9805,3,Case_F_Start_Start,Step 1: Approximate,6,6,15,45,9,39,40.0%,13.3%,✅ Equal,60,12,48,68_Recombination events.csv|9805,9805,68_Recombination events.csv,5247,10000,"['10', '23', '24', '31', '36', '37', '42', '49']",1000,0.0002,0.02,0.1,5000,50,5246,8584,5246-8584,"['23', '36', '42', '37', '49', '31', '10', '24']","['8', '2', '3', '17', '35', '32', '45', '14', '1', '47', '21', '28', '30', '13', '39', '48', '9', '15', '12']",['20'],1,1416,1417,70.20828950136756,4753,1188.2,25,Exact Recombinant Match,,32.04165790027351,,,,,,,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,3,5247-10000,70.2%,50.0%,0,70.20828950136756,,,,,,,,,,50,0,0,1,8,0,3,❌ None
545,174,175,7,24.7,64,4387,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,12,54,4,46,66.7%,14.8%,✅ Equal,66,16,50,64_Recombination events.csv|4387,4387,64_Recombination events.csv,2499,9696,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2703,9998,2703-9998,"['46', '35']","['16', '2', '27', '17', '37', '6', '29', '45', '1', '42', '47', '5', '4', '33', '36', '28', '41', '30', '49', '18', '10', '7', '48', '50', '9', '34', '43', '31']","['39', '38', '26', '20', '15', '23', '12', '25', '32', '19', '44']",204,302,506,97.2,,,,,✅ Complete (2/2),54.44,4,2/2,100,50,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,2499-9696,97.2%,100.0%,0,97.2,,,,,,,,,,0,49.4,0,1,3,0,6,❌ None
546,175,176,11,22.65,53,8576,3,✅ Complete Match (1/1),Step 2: Best Match,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59,53_Recombination events.csv|8576,8576,53_Recombination events.csv,6156,10000,"['10', '11', '12', '14', '16', '17', '18', '19', '2', '20', '21', '23', '27', '3', '30', '31', '33', '34', '35', '36', '38', '39', '40', '42', '43', '44', '46', '47', '49', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,5611,9998,5611-9998,['23'],"['45', '32', '13', '41']","['47', '12']",545,2,547,99.9,,,,,🎯 Perfect (1/1),52.98,3.1,1/1,100,32,1,1/1,30,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6156-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,45.3,0,1,3,0,3,❌ None
547,176,177,8,21.428571428571427,54,9631,7,Case_E_Start_End,Step 1: Approximate,15,11,22,54,7,43,68.2%,20.4%,❌ Diff: RDP=15 vs Santa=11,76,26,50,54_Recombination events.csv|9631,9631,54_Recombination events.csv,1680,6912,"['19', '2', '29', '35', '41', '8', '9']",1000,0.0002,0.02,0.1,5000,50,23,1680,23-1680,"['29', '9', '8', '2', '41', '19', '35']","['38', '5', '4', '23', '33', '45', '34', '1', '3', '44', '37', '31']","['39', '20', '15', '12', '11', '21', '36', '28', '17', '49', '46']",1657,5232,6889,0,4768,1192,25,Exact Recombinant Match,,15.857142857142856,,,,,,,30,,,,,,,,,,,,42.85714285714285,,,,,,,,,,,,,,,,,,,,,,7,1680-6912,,42.9%,0,0,,,,,,,,,,42.85714285714285,0,0,1,8,0,7,❌ None
548,177,178,5,21.428571428571427,69,8999,2,Case_E_Start_End,Step 1: Approximate,6,6,6,27,0,21,100.0%,22.2%,✅ Equal,33,12,21,69_Recombination events.csv|8999,8999,69_Recombination events.csv,5982,10000,"['2', '24', '25', '27', '37', '42', '45']",1000,0.0002,0.02,0.1,5000,50,4266,5980,4266-5980,"['25', '37', '2', '45', '27', '42', '24']","['38', '26', '23', '11', '3', '17', '35', '6', '29', '14', '1', '46', '5', '4', '33', '36', '21', '28', '41', '30', '49', '18', '13', '10', '39', '7', '48', '50', '22', '20', '15', '12', '40', '34', '19', '44', '31']","['9', '8', '16', '32', '43']",1716,4020,5736,0,4018,1004.5,25,Exact Recombinant Match,,15.857142857142856,,,,,,,30,,,,,,,,,,,,42.85714285714285,,,,,,,,,,,,,,,,,,,,,,2,5982-10000,,42.9%,0,0,,,,,,,,,,42.85714285714285,0,0,1,8,0,2,❌ None
549,178,179,9,16.666666666666664,54,811,"21, 4, 8",Cluster (3 RDPs),Step 5: Cluster,15,11,22,54,7,43,68.2%,20.4%,❌ Diff: RDP=15 vs Santa=11,76,26,50,54_Recombination events.csv|811,811,54_Recombination events.csv,8349,9195,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,3684,9482,3684-7148 | 8066-9482 | 8072-8826,"['8', '25', '35'] | ['8', '25', '35'] | ['8', '25', '35']","['38', '5', '4', '23', '33', '45', '34', '1', '3', '44', '37', '31'] | ['21', '28', '15'] | ['38', '29', '5', '23', '4', '33', '45', '34', '1', '3', '44', '37', '31']","['48', '50', '16', '27', '10'] | ['7', '6', '47', '48', '50', '22', '16', '27', '18', '13', '10', '24'] | ['28']",,,,,,,,,,85,,,100,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,100,✅ Yes,✅ Yes,21,21,21,1,✅ Yes,✅ Yes,"21, 4, 8",8349-9195,100.0%,100.0%,100,100,,,,,,,,,,33.33333333333333,0,0,3,5,100,"4,8,21",✅ Start+End
550,179,180,10,16.666666666666664,60,9526,15,Case_E_Start_End,Step 1: Approximate,10,10,21,64,11,54,47.6%,15.6%,✅ Equal,85,20,65,60_Recombination events.csv|9526,9526,60_Recombination events.csv,4410,7824,"['2', '24', '30']",1000,0.0002,0.02,0.1,5000,50,3650,3803,3650-3803,"['2', '30', '24']","['22', '4', '41']","['38', '8', '27', '17', '37', '6', '29', '32', '45', '1', '42', '36', '21', '28', '49', '13', '48', '15', '12', '40', '34', '43', '44']",760,4021,4781,0,3414,853.5,25,Exact Recombinant Match,,12.999999999999998,,,,,,,30,,,,,,,,,,,,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,15,4410-7824,,33.3%,0,0,,,,,,,,,,33.33333333333333,0,0,1,8,0,15,❌ None
551,180,181,8,12.5,64,9253,4,Case_A_End_End,Step 1: Approximate,8,8,12,54,4,46,66.7%,14.8%,✅ Equal,66,16,50,64_Recombination events.csv|9253,9253,64_Recombination events.csv,1074,4359,"['11', '13', '3', '40']",1000,0.0002,0.02,0.1,5000,50,2282,4360,2282-4360,"['3', '40', '13', '11']","['38', '26', '20', '15', '25', '12', '32', '19', '44']","['16', '2', '27', '17', '37', '6', '29', '45', '1', '42', '47', '5', '4', '33', '36', '28', '41', '30', '49', '18', '10', '7', '48', '50', '9', '34', '43', '31']",1208,1,1209,63.22678843226789,3285,821.2,25,Exact Recombinant Match,,23.14535768645358,,,,,,,30,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,4,1074-4359,63.2%,25.0%,0,63.22678843226789,,,,,,,,,,25,0,0,1,8,0,4,❌ None
552,181,182,6,10,69,9390,1,Case_E_Start_End,Step 1: Approximate,6,6,6,27,0,21,100.0%,22.2%,✅ Equal,33,12,21,69_Recombination events.csv|9390,9390,69_Recombination events.csv,8658,10000,"['1', '14', '18', '46', '6']",1000,0.0002,0.02,0.1,5000,50,4,8670,4-8670,"['18', '6', '14', '1', '46']","['47', '43']","['38', '26', '23', '11', '3', '17', '35', '29', '5', '4', '33', '36', '21', '28', '41', '30', '49', '13', '10', '39', '7', '48', '50', '22', '20', '15', '12', '40', '34', '19', '44', '31']",8654,1330,9984,0.8941877794336811,1342,335.5,25,Exact Recombinant Match,,9.178837555886735,,,,,,,30,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,1,8658-10000,0.9%,20.0%,0,0.8941877794336811,,,,,,,,,,20,0,0,1,8,0,1,❌ None
553,182,183,10,5.655655655655654,54,9913,"10, 15",Cross Match (Case_S1_E2S),Step 6: Cross Matches,15,11,22,54,7,43,68.2%,20.4%,❌ Diff: RDP=15 vs Santa=11,76,26,50,54_Recombination events.csv|9913,9913,54_Recombination events.csv,651,2799,"['35', '8']",1000,0.0002,0.02,0.1,5000,50,654,3683,654-1680 | 2658-3683,"['8', '35'] | ['8', '35']","['5', '4', '23', '33', '45', '34', '41', '1', '3', '44', '37'] | ['38', '5', '23', '4', '33', '45', '34', '1', '3', '44', '37', '31']","['39', '20', '15', '12', '11', '21', '36', '28', '17', '49', '46'] | ['39', '20', '15', '11', '21', '28']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,15,10,,0,✅ Yes,✅ Yes,"10, 15",651-2799,100.0%,100.0%,100,100,,,,,,,,,,0,11.299999999999995,5,3,4,100,"1,15",✅ Start+End
554,184,185,12,0,54,486,"1, 13",Cluster (2 RDPs),Step 5: Cluster,15,11,22,54,7,43,68.2%,20.4%,❌ Diff: RDP=15 vs Santa=11,76,26,50,54_Recombination events.csv|486,486,54_Recombination events.csv,669,1515,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,650,3683,650-2800 | 2801-3683,['25'] | ['25'],"['2', '9', '41', '19'] | ['39', '20', '15', '11', '21', '28']","['8', '35'] | ['2', '9', '41', '19']",,,,,,,,,,85,,,100,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,100,✅ Yes,✅ Yes,1,1,1,0,✅ Yes,✅ Yes,"1, 13",669-1515,100.0%,100.0%,100,100,,,,,,,,,,0,0,0,3,5,100,"1,13",✅ Start+End
555,185,186,7,0,56,9721,9,Case_E_Start_End,Step 1: Approximate,7,7,9,37,2,30,77.8%,18.9%,✅ Equal,46,14,32,56_Recombination events.csv|9721,9721,56_Recombination events.csv,8355,10000,"['33', '36']",1000,0.0002,0.02,0.1,5000,50,136,8398,136-8398,"['36', '33']","['38', '5', '32', '49', '35']",['25'],8219,1602,9821,2.613981762917933,1645,411.2,25,Exact Recombinant Match,,3.522796352583587,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,9,8355-10000,2.6%,,0,2.613981762917933,,,,,,,,,,0,0,0,1,8,0,9,❌ None
556,187,188,7,0,66,7886,7,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,7,7,7,45,0,38,100.0%,15.6%,✅ Equal,52,14,38,66_Recombination events.csv|7886,7886,66_Recombination events.csv,3690,6339,"['13', '16', '19', '2', '22', '24', '26', '28', '30', '32', '35', '41', '42', '43', '45', '47', '5', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,5958,6360,5958-6360,['39'],"['26', '8', '16', '2', '35', '6', '32', '45', '42', '47', '5', '28', '41', '30', '13', '24', '7', '22', '43', '19']","['38', '50', '29', '9', '4', '15', '20', '11', '23', '21', '25', '33', '36', '3', '27', '37', '18']",,,,,2649,662.2,25,,,5,,,,20,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,7,7,,,,,7,3690-6339,,,0,0,66_Recombination events.csv,Minor_Exact_Match,"['26', '8', '16', '2', '35', '6', '32', '45', '42', '47', '5', '28', '41', '30', '13', '24', '7', '22', '43', '19']","End_Start, End_End",2,201,402,,,0,0,0,4,1,0,7,❌ None
557,188,189,5,0,59,9778,3,Case_A_End_End,Step 1: Approximate,5,5,7,34,2,29,71.4%,14.7%,✅ Equal,41,10,31,59_Recombination events.csv|9778,9778,59_Recombination events.csv,4959,8349,"['15', '17', '31']",1000,0.0002,0.02,0.1,5000,50,1138,8354,1138-8354,"['17', '31', '15']","['50', '40', '45', '41', '37', '49']","['38', '26', '8', '11', '3', '35', '6', '46', '47', '5', '4', '33', '25', '36', '28', '18', '10', '24', '48', '9', '20', '22', '34', '43', '19', '44']",3821,5,3826,100,3390,847.5,25,Exact Recombinant Match,,23,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,3,4959-8349,100.0%,,0,100,,,,,,,,,,0,0,0,1,8,0,3,❌ None
558,189,190,6,0,68,8961,14,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,6,6,15,45,9,39,40.0%,13.3%,✅ Equal,60,12,48,68_Recombination events.csv|8961,8961,68_Recombination events.csv,360,2139,"['1', '15', '17', '2', '28', '3', '30', '32', '35', '40', '45', '46', '47', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,1860,2140,1860-2140,"['39', '48', '12', '21', '14', '13']","['38', '26', '23', '16', '27', '37', '29', '42', '5', '4', '33', '25', '36', '41', '49', '18', '10', '24', '7', '20', '34', '19', '44', '31']","['6', '47', '9', '8', '15', '2', '40', '32', '28', '45', '1', '3', '17', '30', '46', '35']",,,,,1779,444.8,25,,,5,,,,16,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,14,14,,,,,14,360-2139,,,0,0,68_Recombination events.csv,Major_Exact_Match,"['6', '47', '9', '8', '15', '2', '40', '32', '28', '45', '1', '3', '17', '30', '46', '35']","End_Start, End_End",2,140,280,,,0,0,0,4,1,0,14,❌ None
559,191,192,10,0,71,9567,"10, 7",Cross Match (Case_E1_E2E),Step 6: Cross Matches,14,11,19,74,5,63,73.7%,14.9%,❌ Diff: RDP=14 vs Santa=11,93,25,68,71_Recombination events.csv|9567,9567,71_Recombination events.csv,3819,8700,"['14', '15']",1000,0.0002,0.02,0.1,5000,50,1826,8995,1826-3558 | 5014-8995,"['15', '14'] | ['15', '14']","['8', '16', '11', '37', '29', '45', '42', '47', '36', '41', '30', '49', '13', '10', '24', '9', '22', '40', '43'] | ['38', '2', '27', '17', '6', '32', '46', '5', '4', '33', '25', '21', '28', '39', '48', '50', '20', '12', '34', '19', '44']","['6', '2', '28', '19', '44'] | ['47', '29', '9', '8', '22', '16', '37', '36', '40', '45', '41', '43', '30', '49', '13', '10', '24']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,7,10,,0,✅ Yes,✅ Yes,"10, 7",3819-8700,100.0%,100.0%,100,100,,,,,,,,,,0,0,5,3,4,100,"7,1",✅ Start+End
560,192,193,11,0,71,9682,17,Chain (2 RDPs),Step 7: Parent-Child Chain,14,11,19,74,5,63,73.7%,14.9%,❌ Diff: RDP=14 vs Santa=11,93,25,68,71_Recombination events.csv|9682,9682,71_Recombination events.csv,975,2229,"['14', '15']",1000,0.0002,0.02,0.1,5000,50,20,9998,20-1006,"['7'] | ['7', '26', '23', '1', '35']","['15', '14'] | ['48', '20', '4', '25', '21', '34', '46']","['39', '44', '6', '38', '48', '50', '4', '33', '27', '12', '2', '21', '28', '32', '34', '19', '17', '46'] | ['15', '14']",,,,,1254,313.5,25,,,5.5,,,,2,,,50,,,,,,,100,,,,,0,,,,2,,,,,,,,,,⚠️ Parent-Child Chain,✅ Chain-2,17,5,,,,,17,975-2229,,,0,0,71_Recombination events.csv,Minor_Exact_Match,2 RDPs,Chain-2,2,15.5,31,,,0,0,5,4,6,0,17,❌ None
561,0,1,1,100,100,9864,"2, 4",Cross Match (Case_S1_E2E),Step 6: Cross Matches,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61,100_Recombination events.csv|9864,9864,100_Recombination events.csv,1227,4872,"['33', '46']",1000,0.0002,0.02,0.1,5000,50,1228,4872,1228-2376 | 4414-4872,"['33', '46'] | ['33', '46']","['38', '23', '16', '2', '3', '6', '32', '14', '42', '47', '5', '4', '25', '21', '41', '30', '49', '18', '13', '10', '24', '39', '48', '9', '20', '15', '22', '40', '31'] | ['39', '6', '26', '22', '4', '2', '40', '32', '34', '41', '1', '42', '45', '30', '49', '31']","['50', '8', '28', '43', '19', '17', '37'] | ['50', '8', '28', '43', '19', '17', '37']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,2,4,,0,✅ Yes,✅ Yes,"2, 4",1227-4872,100.0%,100.0%,100,100,,,,,,,,,,100,99.9,5,3,4,100,"2,4",✅ Start+End
562,1,2,1,100,76,9921,1,Standard_Match,Step 1: Approximate,4,4,6,35,2,31,66.7%,11.4%,✅ Equal,41,8,33,76_Recombination events.csv|9921,9921,76_Recombination events.csv,4947,10000,['33'],1000,0.0002,0.02,0.1,5000,50,4946,9997,4946-9997,['33'],['29'],"['32', '6']",1,3,4,99.94062932911142,4947,1236.8,25,Exact Recombinant Match,,58.98812586582228,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4947-10000,99.9%,100.0%,0,99.94062932911142,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
563,2,3,1,100,79,9776,2,Standard_Match,Step 1: Approximate,6,6,11,53,5,47,54.5%,11.3%,✅ Equal,64,12,52,79_Recombination events.csv|9776,9776,79_Recombination events.csv,7962,10000,['23'],1000,0.0002,0.02,0.1,5000,50,7962,9998,7962-9998,['23'],"['13', '38']",['33'],0,2,2,99.90186457311088,2038,509.5,25,Exact Recombinant Match,,58.98037291462218,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7962-10000,99.9%,100.0%,0,99.90186457311088,,,,,,,,,,100,99.8,0,1,7,0,2,❌ None
564,3,4,1,100,81,9866,1,Standard_Match,Step 1: Approximate,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41,81_Recombination events.csv|9866,9866,81_Recombination events.csv,663,5631,['25'],1000,0.0002,0.02,0.1,5000,50,663,5631,663-5631,['25'],"['30', '19']","['40', '21', '18']",0,0,0,100,4968,1242,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,663-5631,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,1,❌ None
565,4,5,1,100,97,9804,2,Standard_Match,Step 1: Approximate,4,4,4,29,0,25,100.0%,13.8%,✅ Equal,33,8,25,97_Recombination events.csv|9804,9804,97_Recombination events.csv,3501,4794,['33'],1000,0.0002,0.02,0.1,5000,50,3502,4794,3502-4794,['33'],['34'],['32'],1,0,1,99.92266047950504,1293,323.2,25,Exact Recombinant Match,,58.984532095901,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3501-4794,99.9%,100.0%,0,99.92266047950504,,,,,,,,,,100,99.9,0,1,7,0,2,❌ None
566,5,6,1,100,98,9756,3,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,10,49,5,44,50.0%,10.2%,✅ Equal,59,10,49,98_Recombination events.csv|9756,9756,98_Recombination events.csv,6711,7524,['49'],1000,0.0002,0.02,0.1,5000,50,6713,7524,6713-7524,['49'],['19'],"['39', '50', '5', '15', '2', '45', '34', '42', '31', '24']",2,0,2,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6711-7524,99.8%,100.0%,0,99.8,,,,,,,,,,100,99.8,0,1,2,0,3,❌ None
567,6,7,1,100,99,10044,7,Standard_Match,Step 1: Approximate,8,8,13,38,5,30,61.5%,21.1%,✅ Equal,51,16,35,99_Recombination events.csv|10044,10044,99_Recombination events.csv,516,771,['28'],1000,0.0002,0.02,0.1,5000,50,516,771,516-771,['28'],['10'],['8'],0,0,0,100,255,63.8,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,516-771,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,7,❌ None
568,7,8,2,100,99,10090,2,Standard_Match,Step 1: Approximate,8,8,13,38,5,30,61.5%,21.1%,✅ Equal,51,16,35,99_Recombination events.csv|10090,10090,99_Recombination events.csv,7785,10000,['30'],1000,0.0002,0.02,0.1,5000,50,7785,10000,7785-10000,['30'],['37'],"['33', '6']",0,0,0,100,2215,553.8,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7785-10000,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,2,❌ None
569,8,9,1,100,91,9809,2,🎯 Perfect Match (1/1),Step 2: Best Match,8,7,8,35,0,28,100.0%,20.0%,❌ Diff: RDP=8 vs Santa=7,43,15,28,91_Recombination events.csv|9809,9809,91_Recombination events.csv,993,6297,"['46', '50']",1000,0.0002,0.02,0.1,5000,50,994,6296,994-6296,"['46', '50']",['23'],"['29', '37', '42', '1']",1,1,2,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,993-6297,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,2,❌ None
